62		"AT5RZ3VFUC9BH"		p02_v01		uPk9L_MhK9k		1003		s2_p02_v01_e17		273.2		""resize to fit""		0		0		on		on		
63		"A2Y5A2VKUNMAR2"		p02_v01		uPk9L_MhK9k		1003		s2_p02_v01_e17		273.2		""resize to fit""		51		55						
64		"A2Y5A2VKUNMAR2"		p02_v01		uPk9L_MhK9k		1004		s2_p02_v01_e18		244.265		bring up the image you would like for your background		196		206						
65		"AT5RZ3VFUC9BH"		p02_v01		uPk9L_MhK9k		1004		s2_p02_v01_e18		244.265		bring up the image you would like for your background		196		208						
66		"A3DHYTZ1GPN0T8"		p02_v01		uPk9L_MhK9k		1004		s2_p02_v01_e18		244.265		bring up the image you would like for your background		196		216						
67		"AT5RZ3VFUC9BH"		p02_v01		uPk9L_MhK9k		1005		s2_p02_v01_e19		107.59		click on Paint History Brush tool		204		224						
68		"A3RGYT0JTEHAOK"		p02_v01		uPk9L_MhK9k		1005		s2_p02_v01_e19		107.59		click on Paint History Brush tool		214		220						
69		"A3AYR3H2AYYT5G"		p02_v01		uPk9L_MhK9k		1005		s2_p02_v01_e19		107.59		click on Paint History Brush tool		204		224						
70		"AT5RZ3VFUC9BH"		p02_v01		uPk9L_MhK9k		1006		s2_p02_v01_e20		66.965		trace around		229		243						
71		"A2Y5A2VKUNMAR2"		p02_v01		uPk9L_MhK9k		1006		s2_p02_v01_e20		66.965		trace around		231		237						
72		"A3RGYT0JTEHAOK"		p02_v01		uPk9L_MhK9k		1006		s2_p02_v01_e20		66.965		trace around		233		239						
73		"AT5RZ3VFUC9BH"		p02_v03		cDrwzOa6e74		1007		s2_p02_v03_e02		38.52		turn photo transparent 		314		334				on		
74		"A2Y5A2VKUNMAR2"		p02_v03		cDrwzOa6e74		1007		s2_p02_v03_e02		38.52		turn photo transparent 		324		324						
75		"A3RGYT0JTEHAOK"		p02_v03		cDrwzOa6e74		1007		s2_p02_v03_e02		38.52		turn photo transparent 		324		328						
76		"A2Y5A2VKUNMAR2"		p02_v03		cDrwzOa6e74		1008		s2_p02_v03_e04		59.67		so who inside the square washmachine		273		283						
77		"A3FPQGM967TJER"		p02_v03		cDrwzOa6e74		1008		s2_p02_v03_e04		59.67		so who inside the square washmachine		265		281						
78		"A3RGYT0JTEHAOK"		p02_v03		cDrwzOa6e74		1008		s2_p02_v03_e04		59.67		so who inside the square washmachine		271		279						
79		"AT5RZ3VFUC9BH"		p02_v03		cDrwzOa6e74		1009		s2_p02_v03_e05		69.13		click the layer image		276		294						
80		"A3RGYT0JTEHAOK"		p02_v03		cDrwzOa6e74		1009		s2_p02_v03_e05		69.13		click the layer image		286		290						
81		"A3AYR3H2AYYT5G"		p02_v03		cDrwzOa6e74		1009		s2_p02_v03_e05		69.13		click the layer image		278		296						
82		"A2Y5A2VKUNMAR2"		p02_v03		cDrwzOa6e74		1010		s2_p02_v03_e09		200.18		dotted lines tell if we have a selection		357		369						
83		"AT5RZ3VFUC9BH"		p02_v03		cDrwzOa6e74		1010		s2_p02_v03_e09		200.18		dotted lines tell if we have a selection		349		363		on				
84		"A3AYR3H2AYYT5G"		p02_v03		cDrwzOa6e74		1010		s2_p02_v03_e09		200.18		dotted lines tell if we have a selection		355		369						
85		"AT5RZ3VFUC9BH"		p02_v03		cDrwzOa6e74		1011		s2_p02_v03_e10		206.15		Select->Load Selection-> Invert channel		381		389		on				
86		"A2Y5A2VKUNMAR2"		p02_v03		cDrwzOa6e74		1011		s2_p02_v03_e10		206.15		Select->Load Selection-> Invert channel		373		387						
87		"A3RQQWMUZJUWJ1"		p02_v03		cDrwzOa6e74		1011		s2_p02_v03_e10		206.15		Select->Load Selection-> Invert channel		373		391						
88		"A2Y5A2VKUNMAR2"		p02_v03		cDrwzOa6e74		1012		s2_p02_v03_e11		248.606666667		selection settings in a layer of the image		387		389						
89		"AT5RZ3VFUC9BH"		p02_v03		cDrwzOa6e74		1012		s2_p02_v03_e11		248.606666667		selection settings in a layer of the image		381		391						
90		"A3AYR3H2AYYT5G"		p02_v03		cDrwzOa6e74		1012		s2_p02_v03_e11		248.606666667		selection settings in a layer of the image		379		397						
